충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도
서귀포시 무릉2리마을회관,제주특별자치도 서귀포시 대정읍 중산간서로 2868,,2,단독,사용가능,2023
제주시 에스호텔,제주특별자치도 제주시 오일장중길 26,,1,단독,충전중,2023
제주시 에스호텔,제주특별자치도 제주시 오일장중길 26,,2,단독,사용가능,2023
서귀포시 무로이신화월드점,제주특별자치도 서귀포시 안덕면 동광본동로 21,,1,단독,사용가능,2023
제주시 카페레크레,제주특별자치도 제주시 신비마을1길 54,,1,단독,사용가능,2023
서귀포시 로젠택배서귀포지점,제주특별자치도 서귀포시 중앙로182번길 59-9,,1,단독,사용가능,2023
서귀포시 로젠택배서귀포지점,제주특별자치도 서귀포시 중앙로182번길 59-9,,2,단독,사용가능,2023
서귀포시 로젠택배서귀포지점,제주특별자치도 서귀포시 중앙로182번길 59-9,,3,단독,사용가능,2023
서귀포시 로젠택배서귀포지점,제주특별자치도 서귀포시 중앙로182번길 59-9,,4,단독,사용가능,2023
서귀포시 로젠택배서귀포지점,제주특별자치도 서귀포시 중앙로182번길 59-9,,5,단독,사용가능,2023
서귀포시 로젠택배서귀포지점,제주특별자치도 서귀포시 중앙로182번길 59-9,,6,동시,사용가능,2023
서귀포시 로젠택배서귀포지점,제주특별자치도 서귀포시 중앙로182번길 59-9,,7,동시,충전중,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,1,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,2,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,3,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,4,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,5,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,6,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,7,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,8,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,9,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,10,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,11,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,12,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,13,단독,사용가능,2023
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,14,동시,사용가능,2024
제주시 로젠택배동제주지점,제주특별자치도 제주시 황사평길 30-44,,15,동시,사용가능,2024
서귀포시 KG로지스택배효돈지점,제주특별자치도 서귀포시 호근중로 1,,1,단독,사용가능,2024
서귀포시 KG로지스택배효돈지점,제주특별자치도 서귀포시 호근중로 1,,2,단독,상태미확인,2024
서귀포시 아리아호텔,제주특별자치도 서귀포시 중문관광로 23-1,,1,단독,사용가능,2023
서귀포시 아리아호텔,제주특별자치도 서귀포시 중문관광로 23-1,,2,단독,사용가능,2023
서귀포시 별빛하늘펜션,제주특별자치도 서귀포시 남원읍 중산간동로 6264,,1,단독,사용가능,2023
서귀포시 별빛하늘펜션,제주특별자치도 서귀포시 남원읍 중산간동로 6264,,2,단독,사용가능,2023
서귀포시 제주지방해양경찰청수련원,제주특별자치도 서귀포시 표선면 중산간동로 4821,,1,단독,사용가능,2023
서귀포시 제주지방해양경찰청수련원,제주특별자치도 서귀포시 표선면 중산간동로 4821,,2,단독,사용가능,2023
제주시 한림그레이튼,제주특별자치도 제주시 한림읍 문교길 54,,1,단독,사용가능,2023
제주시 한림그레이튼,제주특별자치도 제주시 한림읍 문교길 54,,2,단독,충전중,2023
제주시 한림그레이튼,제주특별자치도 제주시 한림읍 문교길 54,,3,단독,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,1,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,2,동시,통신이상,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,3,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,4,동시,통신이상,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,5,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,6,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,7,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,8,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,9,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,10,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,11,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔B주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,12,동시,사용가능,2023
서귀포시 신평리마을회관,제주특별자치도 서귀포시 대정읍 중산간서로 2610,,1,단독,사용가능,2023
BMW차징스테이션 제주신화월드신화관 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,1,동시,사용가능,2023
BMW차징스테이션 제주신화월드신화관 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,2,동시,사용가능,2023
BMW차징스테이션 제주신화월드신화관 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,3,동시,사용가능,2023
BMW차징스테이션 제주신화월드신화관 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,4,동시,사용가능,2023
BMW차징스테이션 제주신화월드신화관 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,5,동시,충전중,2023
BMW차징스테이션 제주신화월드신화관 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,6,동시,사용가능,2023
제주시 일도더팰리스,제주특별자치도 제주시 고마로9길 3,,1,단독,충전중,2024
제주시 일도더팰리스,제주특별자치도 제주시 고마로9길 3,,2,단독,사용가능,2024
제주시 일도더팰리스,제주특별자치도 제주시 고마로9길 3,,3,단독,사용가능,2024
제주시 일도더팰리스,제주특별자치도 제주시 고마로9길 3,,4,단독,사용가능,2024
제주시 일도더팰리스,제주특별자치도 제주시 고마로9길 3,,5,단독,사용가능,2024
제주시 한정식담다,제주특별자치도 제주시 해안마을10길 32,,1,단독,사용가능,2024
제주시 와흘리1798펜션,제주특별자치도 제주시 조천읍 와흘상서1길 34,,1,단독,사용가능,2024
제주시 화인퍼스트빌12차,제주특별자치도 제주시 일주동로 43,,1,단독,사용가능,2024
제주시 화인퍼스트빌12차,제주특별자치도 제주시 일주동로 43,,2,단독,사용가능,2024
제주시 화인퍼스트빌12차,제주특별자치도 제주시 일주동로 43,,3,단독,충전중,2024
제주시 아라푸드,제주특별자치도 제주시 연북로 618,,1,단독,사용가능,2024
제주시 아라푸드,제주특별자치도 제주시 연북로 618,,2,단독,사용가능,2024
BMW차징스테이션 제주신화월드메리어트호텔A주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,1,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔A주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,2,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔A주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,3,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔A주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,4,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔A주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,5,동시,사용가능,2023
BMW차징스테이션 제주신화월드메리어트호텔A주차장 by코오롱모터스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,6,동시,사용가능,2023
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,1,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,2,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,3,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,4,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,5,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,6,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,7,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,8,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,9,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,10,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,11,동시,사용가능,2024
BMW차징스테이션 제주에코랜드테마파크 by 도이치모터스,제주특별자치도 제주시 남조로 1982,,12,동시,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,1,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,2,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,3,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,4,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,5,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,6,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,7,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,8,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,9,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,10,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,11,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,12,단독,충전중,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,13,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,14,단독,통신이상,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,15,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,16,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,17,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,18,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,19,단독,충전중,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,20,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,21,단독,충전중,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,22,단독,충전중,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,23,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,24,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,25,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,26,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,27,단독,상태미확인,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,28,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,29,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,30,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,31,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,32,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,33,단독,사용가능,2024
BMW차징스테이션 제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,,34,단독,사용가능,2024
서귀포시 이가네촌돼지,제주특별자치도 서귀포시 대정읍 최남단해안로 69,,1,단독,사용가능,2024
제주시 제주쿱프레시,제주특별자치도 제주시 애월읍 광령2길 59,,1,단독,사용가능,2024
제주시 라마다제주시티호텔,제주특별자치도 제주시 중앙로 304,,1,단독,사용가능,2024
제주시 라마다제주시티호텔,제주특별자치도 제주시 중앙로 304,,2,단독,사용가능,2024
제주시 라마다제주시티호텔,제주특별자치도 제주시 중앙로 304,,3,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,1,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,2,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,3,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,4,단독,충전중,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,5,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,6,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,7,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,8,단독,상태미확인,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,9,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,10,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,11,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,12,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,13,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,14,단독,상태미확인,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,15,단독,상태미확인,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,16,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,17,단독,상태미확인,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,18,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,19,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,20,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,21,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,22,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,23,단독,충전중,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,24,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,25,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,26,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,27,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,28,단독,사용가능,2024
BMW차징스테이션 아덴힐리조트엔골프,제주특별자치도 제주시 한림읍 화전길 82,,29,단독,사용가능,2024
서귀포시 테디밸리골프앤리조트,제주특별자치도 서귀포시 안덕면 한창로 365,,1,단독,사용가능,2024
서귀포시 테디밸리골프앤리조트,제주특별자치도 서귀포시 안덕면 한창로 365,,2,단독,사용가능,2024
서귀포시 테디밸리골프앤리조트,제주특별자치도 서귀포시 안덕면 한창로 365,,3,단독,상태미확인,2024
서귀포시 테디밸리골프앤리조트,제주특별자치도 서귀포시 안덕면 한창로 365,,4,단독,사용가능,2024
서귀포시 카세로지호텔,제주특별자치도 서귀포시 표선면 가시로 383,,1,단독,사용가능,2024
서귀포시 카세로지호텔,제주특별자치도 서귀포시 표선면 가시로 383,,2,단독,사용가능,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,1,단독,사용가능,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,2,단독,사용가능,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,3,단독,사용가능,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,4,단독,상태미확인,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,5,단독,상태미확인,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,6,단독,사용가능,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,7,단독,상태미확인,2024
BMW차징스테이션 라헨느CC,제주특별자치도 제주시 명림로 374,,8,단독,충전중,2024
제주시 함덕제주장례식장,제주특별자치도 제주시 조천읍 함덕남2길 14,,1,단독,사용가능,2024
제주시 함덕제주장례식장,제주특별자치도 제주시 조천읍 함덕남2길 14,,2,단독,사용가능,2024
서귀포시 사계해담은팬션,제주특별자치도 서귀포시 안덕면 사계북로 157-17,,1,단독,사용가능,2024
제주시 소길리복지회관,제주특별자치도 제주시 애월읍 소길1길 11,,1,단독,충전중,2024
제주시 소길리복지회관,제주특별자치도 제주시 애월읍 소길1길 11,,2,단독,사용가능,2024
제주시 노형맨션,제주특별자치도 제주시 정존3길 12,,1,단독,사용가능,2024
제주시 정원파인츠13차,제주특별자치도 제주시 연북로 203,,1,단독,사용가능,2024
제주시 정원파인츠13차,제주특별자치도 제주시 연북로 203,,2,단독,충전중,2024
제주시 정원파인츠13차,제주특별자치도 제주시 연북로 203,,3,단독,충전중,2024
제주시 에코하우스,제주특별자치도 제주시 신성마을1길 62,,1,단독,충전중,2024
제주시 에코하우스,제주특별자치도 제주시 신성마을1길 62,,2,단독,충전중,2024
제주시 한림코아루,제주특별자치도 제주시 한림읍 동명북2길 15,,1,단독,충전중,2024
제주시 한림코아루,제주특별자치도 제주시 한림읍 동명북2길 15,,2,단독,충전중,2024
켄싱턴리조트 서귀포점,제주특별자치도 서귀포시 이어도로 684,켄싱턴리조트 서귀포점,1,,상태미확인,2017
켄싱턴리조트 서귀포점,제주특별자치도 서귀포시 이어도로 684,켄싱턴리조트 서귀포점,2,,상태미확인,2017
캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,㈜캐슬렉스 제주,4,단독,사용가능,2024
캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,㈜캐슬렉스 제주,5,단독,사용가능,2024
캐슬렉스제주,제주특별자치도 서귀포시 안덕면 평화로 1241,㈜캐슬렉스 제주,6,단독,사용가능,2024
용인아파트,"제주특별자치도 제주시 고마로14길 16, 308호",야외주차장,1,,사용가능,2017
삼정지에듀아파트,제주특별자치도 서귀포시 대정읍 에듀시티로 148,야외주차장,1,단독,사용가능,2023
삼정지에듀아파트,제주특별자치도 서귀포시 대정읍 에듀시티로 148,야외주차장,2,단독,충전중,2023
테디벨리골프엔리조트,제주특별자치도 서귀포시 안덕면 한창로 365,야외주차장,1,단독,통신이상,2017
테디벨리골프엔리조트,제주특별자치도 서귀포시 안덕면 한창로 365,야외주차장,2,단독,상태미확인,2017
주식회사 비체올린,제주특별자치도 제주시 한경면 판조로 253-6,주식회사 비체올린,1,단독,사용가능,2017
주식회사 비체올린,제주특별자치도 제주시 한경면 판조로 253-6,주식회사 비체올린,2,단독,사용가능,2017
뉴해안풍경,제주특별자치도 제주시 신사수2길 8-2,뉴해안풍경,1,,통신이상,2017
뉴해안풍경,제주특별자치도 제주시 신사수2길 8-2,뉴해안풍경,2,,통신이상,2017
달빛바다팬션,제주특별자치도 제주시 어영길 64-12,달빛바다팬션,1,,사용가능,2017
주식회사 노형호텔,제주특별자치도 제주시 수덕1길 7,야외주차장,1,,사용가능,2017
주식회사 노형호텔,제주특별자치도 제주시 수덕1길 7,야외주차장,2,,사용가능,2017
동부휴게소,제주특별자치도 제주시 조천읍 번영로 1619,야외주차장,1,단독,사용가능,2017
에코럭스,제주특별자치도 서귀포시 김정문화로27번길 9-1,에코럭스,1,,사용가능,2017
에코럭스,제주특별자치도 서귀포시 김정문화로27번길 9-1,에코럭스,2,,사용가능,2017
라온랜드 주식회사,제주특별자치도 제주시 한림읍 월림7길 155,라온랜드 주식회사,1,단독,통신이상,2017
라온랜드 주식회사,제주특별자치도 제주시 한림읍 월림7길 155,라온랜드 주식회사,2,,사용가능,2017
라온랜드 주식회사,제주특별자치도 제주시 한림읍 월림7길 155,라온랜드 주식회사,3,,상태미확인,2017
백상,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,㈜백상,1,,사용가능,2017
백상,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11,㈜백상,2,,사용가능,2017
블루마운틴커피랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4255,블루마운틴커피랜드,1,,사용가능,2017
블루마운틴커피랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4255,블루마운틴커피랜드,2,,사용가능,2017
오드리인제주호텔,제주특별자치도 제주시 서해안로 100,오드리인제주/㈜갤러리,3,단독,사용가능,2024
오드리인제주호텔,제주특별자치도 제주시 서해안로 100,오드리인제주/㈜갤러리,4,단독,사용가능,2024
더썸하우스,"제주특별자치도 서귀포시 성산읍 난고로 42번길 110, 103동",더썸하우스,1,,사용가능,2017
더썸하우스,"제주특별자치도 서귀포시 성산읍 난고로 42번길 110, 103동",더썸하우스,2,,사용가능,2017
지중해리조트,제주특별자치도 서귀포시 남원읍 남태해안로 445,지중해리조트,1,,사용가능,2017
한신더휴아파트,제주특별자치도 서귀포시 대정읍 에듀시티로 102,,3,단독,충전중,2024
한신더휴아파트,제주특별자치도 서귀포시 대정읍 에듀시티로 102,,4,단독,충전중,2024
한신더휴아파트,제주특별자치도 서귀포시 대정읍 에듀시티로 102,,5,단독,사용가능,2024
한신더휴아파트,제주특별자치도 서귀포시 대정읍 에듀시티로 102,,6,단독,충전중,2024
나우씨앤씨,제주특별자치도 서귀포시 하신상로 166,나우씨앤씨,1,,상태미확인,2017
나우씨앤씨,제주특별자치도 서귀포시 하신상로 166,나우씨앤씨,2,단독,사용가능,2017
제주아이브,제주특별자치도 서귀포시 산록남로 1966-34,제주아이브,1,,사용가능,2017
제주아이브,제주특별자치도 서귀포시 산록남로 1966-34,제주아이브,2,,충전중,2017
선스토리,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,선스토리,1,,통신이상,2017
선스토리,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,선스토리,2,,사용가능,2017
모던플레이스,제주특별자치도 서귀포시 상예로 262,모던플레이스,1,,사용가능,2017
오션하우스,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,,1,,사용가능,2018
오션하우스,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,,3,단독,충전중,2024
주식회사 레저가온 제주지점,제주특별자치도 제주시 애월읍 중산간서로 5409,주식회사 레저가온 제주지점,1,,통신이상,2018
주식회사 레저가온 제주지점,제주특별자치도 제주시 애월읍 중산간서로 5409,주식회사 레저가온 제주지점,2,,통신이상,2018
제주해안휴양펜션,제주특별자치도 서귀포시 안덕면 사계남로 89,제주해안휴양펜션,1,단독,사용가능,2018
사계리마을회,제주특별자치도 서귀포시 안덕면 사계중앙로 3,사계리마을회,1,,사용가능,2018
사계리마을회,제주특별자치도 서귀포시 안덕면 사계중앙로 3,사계리마을회,2,단독,충전중,2018
제이앤비가족호텔,제주특별자치도 서귀포시 토평남로30번길 10-8,(토평동),1,,사용가능,2018
제이앤비가족호텔,제주특별자치도 서귀포시 토평남로30번길 10-8,(토평동),2,,사용가능,2018
제주끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28,(토평동),1,,사용가능,2018
제주끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28,(토평동),2,,사용가능,2018
신흥2리마을회,제주특별자치도 서귀포시 남원읍 중산간동로 5807,신흥2리마을회,1,,사용가능,2018
신흥2리마을회,제주특별자치도 서귀포시 남원읍 중산간동로 5807,신흥2리마을회,2,단독,사용가능,2018
태흥1리마을회,제주특별자치도 서귀포시 남원읍 태위로 817,태흥1리마을회,1,,충전중,2018
태흥2리마을회,제주특별자치도 서귀포시 남원읍 태신로 14,태흥2리마을회,1,,통신이상,2018
태흥2리마을회,제주특별자치도 서귀포시 남원읍 태신로 14,태흥2리마을회,2,,통신이상,2018
하례1리마을회,제주특별자치도 서귀포시 남원읍 하례중앙로 95,하례1리마을회,1,,사용가능,2018
