충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도
롯데하이마트 서귀포점,제주특별자치도 서귀포시 일주동로 8631,,1,단독,충전중,2016
제주시농협 하나로마트 제주점,제주특별자치도 제주시 남광로 206,,1,동시,사용가능,2022
제주시농협 하나로마트 제주점,제주특별자치도 제주시 남광로 206,,2,동시,사용가능,2022
남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,,1,단독,상태미확인,2022
남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,,4,단독,사용가능,2022
남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,,5,동시,사용가능,2022
남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,,6,동시,사용가능,2022
남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,,7,동시,사용가능,2022
남원농협 하나로마트,제주특별자치도 서귀포시 남원읍 남조로52,,8,동시,사용가능,2022
넥슨박물관,제주특별자치도 제주시 1100로3198-8,,1,단독,사용가능,2017
넥슨박물관,제주특별자치도 제주시 1100로3198-8,,2,단독,사용가능,2017
NH농협은행 제주수련원,제주특별자치도 서귀포시 표선면 일주동로 6337,,3,단독,충전중,2017
NH농협은행 제주수련원,제주특별자치도 서귀포시 표선면 일주동로 6337,,4,동시,사용가능,2017
NH농협은행 제주수련원,제주특별자치도 서귀포시 표선면 일주동로 6337,,5,동시,사용가능,2017
선반내주유소,제주특별자치도 서귀포시 일주동로,,1,단독,충전중,2017
백통신원 기린산장,제주특별자치도 서귀포시 남원읍 서성로 427 (위미리) 백통신원 기린산장,,1,단독,상태미확인,2017
백통신원 기린산장,제주특별자치도 서귀포시 남원읍 서성로 427 (위미리) 백통신원 기린산장,,2,단독,사용가능,2017
연동이화아파트,"제주특별자치도 제주시 성신로 13-8 (연동, 연동이화아파트)",,1,단독,충전중,2017
연동이화아파트,"제주특별자치도 제주시 성신로 13-8 (연동, 연동이화아파트)",,2,단독,사용가능,2017
피노호텔,제주특별자치도 서귀포시 천지연로29번길 5 (서귀동),,1,단독,충전중,2017
펄리호텔,"제주특별자치도 제주시 노형로 79 (해안동, 가족호텔펄리)",,1,단독,상태미확인,2018
펄리호텔,"제주특별자치도 제주시 노형로 79 (해안동, 가족호텔펄리)",,2,단독,사용가능,2018
외도재영샤르빌,제주특별자치도 제주시 절물3길 32-4,,1,단독,사용가능,2018
세원멤버스,제주특별자치도 제주시 원노형3길 13,,1,단독,충전중,2018
(주)샵원더,제주특별자치도 제주시 연북로 161,,1,단독,사용가능,2018
레지나펜션,제주특별자치도 서귀포시 이어도로 789,,1,단독,충전중,2018
명도암 마을회,제주특별자치도 제주시 명림로 268-69,,1,단독,충전중,2018
허브펜션오즈,제주특별자치도 서귀포시 표선면 표선백사로58번길 36,,1,단독,상태미확인,2018
서귀포시 생활환경과,제주특별자치도 서귀포시 산록남로1241번길 145,,1,단독,사용가능,2018
카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,,1,단독,사용가능,2018
관음사가는길,제주특별자치도 제주시 산록북로 819,,1,단독,충전중,2018
성산아쿠아비치호텔,제주특별자치도 서귀포시 성산읍 일주동로 4258,,1,단독,상태미확인,2018
성산아쿠아비치호텔,제주특별자치도 서귀포시 성산읍 일주동로 4258,,2,단독,상태미확인,2018
제주휴리조트,제주특별자치도 서귀포시 성산읍 난고로 228,,1,단독,사용가능,2018
한국자동차공업사,제주특별자치도 제주시 오라로 72,,1,단독,상태미확인,2018
마레 호텔,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,,1,단독,사용가능,2018
라온프라이빗타운,"제주특별자치도 제주시 한림읍 금능남로 127 (협재리, 라온프라이빗타운)",,1,단독,충전중,2018
라온프라이빗타운,"제주특별자치도 제주시 한림읍 금능남로 127 (협재리, 라온프라이빗타운)",,2,단독,사용가능,2018
라온프라이빗타운,"제주특별자치도 제주시 한림읍 금능남로 127 (협재리, 라온프라이빗타운)",,3,단독,충전중,2018
엠버리조트,제주특별자치도 제주시 1100로 2671-51,,1,단독,사용가능,2018
엠버리조트,제주특별자치도 제주시 1100로 2671-51,,2,단독,충전중,2018
신풍리마을회(게스트하우스),제주특별자치도 서귀포시 성산읍 신풍하동로 37,,1,단독,사용가능,2018
도원스카이 타워빌,제주특별자치도 제주시 성신로1길 14 ,,1,단독,충전중,2018
오름빌리지2차,제주특별자치도 제주시 연사2길 34,,1,단독,충전중,2018
휴펠리스2차,제주특별자치도 제주시 도남로 167 휴펠리스2차,,1,단독,상태미확인,2018
성산 플레이스,제주특별자치도 서귀포시 성산읍 동류암로 20,,1,단독,상태미확인,2018
재영윈저캐슬아파트,제주특별자치도 제주시 노연로 38 재영윈저캐슬,,1,단독,사용가능,2018
현대자동차 화북점,제주특별자치도 제주시 청풍남2길 3 블루핸즈 화북점,,1,단독,충전중,2018
서귀포 막동 주차장,제주특별자치도 서귀포시 막동산로 48,,1,단독,상태미확인,2018
서귀포 막동 주차장,제주특별자치도 서귀포시 막동산로 48,,2,단독,상태미확인,2018
서귀포 막동 주차장,제주특별자치도 서귀포시 막동산로 48,,3,단독,상태미확인,2018
메리엘오션 아파트,제주특별자치도 제주시 한림읍 한림로 621,,1,단독,충전중,2018
메모리아 리조트,제주특별자치도 서귀포시 성산읍 일주동로 5199-3,,1,단독,상태미확인,2018
메모리아 리조트,제주특별자치도 서귀포시 성산읍 일주동로 5199-3,,2,단독,상태미확인,2018
한국남부발전 남제주발전본부,제주특별자치도 서귀포시 안덕면 화순해안로106번길 55,,1,단독,사용가능,2018
아라행복주택,제주특별자치도 제주시 연북로 628,,1,단독,충전중,2019
GS25 제주대흘점,제주특별자치도 제주시 조천읍 중산간동로 700,,1,단독,사용가능,2019
헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,,1,단독,사용가능,2019
헬로키티아일랜드,제주특별자치도 서귀포시 안덕면 한창로 340,,2,단독,사용가능,2019
피규어뮤지엄,제주특별자치도 서귀포시 안덕면 한창로 243,,1,단독,사용가능,2019
카멜리아힐 주차장,제주특별자치도 서귀포시 안덕면 병악로 166,,1,단독,사용가능,2019
카멜리아힐 주차장,제주특별자치도 서귀포시 안덕면 병악로 166,,2,단독,사용가능,2019
기아자동차 제주서비스센터,제주특별자치도 제주시 선반로6길 12,,2,동시,사용가능,2021
기아자동차 제주서비스센터,제주특별자치도 제주시 선반로6길 12,,3,동시,사용가능,2021
오션블루,제주특별자치도 제주시 어영길 10-5,,1,동시,상태미확인,2021
오션블루,제주특별자치도 제주시 어영길 10-5,,2,동시,상태미확인,2021
세븐일레븐 한림센터점,제주특별자치도 제주시 한림읍 한림서길 38,,1,단독,사용가능,2021
농협 하나로마트 노형점,제주특별자치도 제주시 월광로 77,,1,동시,사용가능,2022
농협 하나로마트 노형점,제주특별자치도 제주시 월광로 77,,2,동시,사용가능,2022
조천농협 농산물산지유통센터,제주특별자치도 제주시 조천읍 일주동로 757,조천농협 농산물산지유통센터,1,단독,상태미확인,2023
조천농협 농산물산지유통센터,제주특별자치도 제주시 조천읍 일주동로 757,조천농협 농산물산지유통센터,2,단독,상태미확인,2023
강정골드클래스아파트,제주특별자치도 서귀포시 대청로 11,,1,단독,충전중,2019
강정골드클래스아파트,제주특별자치도 서귀포시 대청로 11,,2,단독,충전중,2019
강정골드클래스아파트,제주특별자치도 서귀포시 대청로 11,,3,단독,충전중,2019
정우빌리지2차,제주특별자치도 제주시 진남로4길 8-5,실외주차장,1,단독,사용가능,2019
경일자동차공업사,제주특별자치도 제주시 용해로 86,,1,단독,사용가능,2019
내도매일조아라아파트,제주특별자치도 제주시 대통길 96,,1,단독,사용가능,2019
이도주공1단지아파트,제주특별자치도 제주시 구남로7길 36,주차장,1,단독,충전중,2019
이도주공1단지아파트,제주특별자치도 제주시 구남로7길 36,주차장,2,단독,사용가능,2019
매일더탐나,제주특별자치도 서귀포시 표선면 일주동로6455번길 9,실외주차장,1,단독,사용가능,2020
새오름영농조합,제주특별자치도 제주시 한림읍 수동7길 54-3,,1,단독,상태미확인,2020
남양맨션 다동,제주특별자치도 제주시 용화로5길 13,다동,1,단독,충전중,2020
빌라드애월,제주특별자치도 제주시 애월읍 애월해안로 516-7,,1,단독,사용가능,2020
빌라드애월,제주특별자치도 제주시 애월읍 애월해안로 516-7,,2,단독,사용가능,2020
빌라드애월,제주특별자치도 제주시 애월읍 애월해안로 516-7,,3,단독,사용가능,2020
이도나이스빌,제주특별자치도 제주시 구남동4길 64,,1,단독,사용가능,2020
남양맨션 가동,제주특별자치도 제주시 용화로5길 14,실외주차장,1,단독,사용가능,2019
신화위더스빌더샵30차,제주특별자치도 제주시 연북로 218,,1,단독,사용가능,2020
신화위더스빌더샵30차,제주특별자치도 제주시 연북로 218,,2,단독,충전중,2020
신화위더스빌더샵30차,제주특별자치도 제주시 연북로 218,,3,단독,사용가능,2020
노블레스아파트,제주특별자치도 제주시 수덕9길 11,,1,단독,충전중,2021
하우스디어반,제주특별자치도 제주시 삼무로 18,,1,단독,사용가능,2021
일도이동공영주차장,제주특별자치도 제주시 일도이동 488-1,,1,동시,충전중,2023
일도이동공영주차장,제주특별자치도 제주시 일도이동 488-1,,2,동시,사용가능,2023
하귀농협 복지센터,제주특별자치도 제주시 애월읍 일주서로 7020,,1,동시,충전중,2023
하귀농협 복지센터,제주특별자치도 제주시 애월읍 일주서로 7020,,2,동시,사용가능,2023
하귀농협 장례식장,제주특별자치도 제주시 애월읍 애조로 405,,1,동시,사용가능,2023
하귀농협 장례식장,제주특별자치도 제주시 애월읍 애조로 405,,2,동시,사용가능,2023
서귀포시축협 흑한우명품관,제주특별자치도 서귀포시 일주동로 8421,지상주차장,1,단독,사용가능,2023
성산일출봉,제주특별자치도 서귀포시 성산읍 일출로 284-12,주차장 안쪽,1,단독,사용가능,2023
646미터퍼세크 펜션,제주특별자치도 제주시 한경면 일주서로 4469,,1,동시,사용가능,2023
646미터퍼세크 펜션,제주특별자치도 제주시 한경면 일주서로 4469,,2,동시,사용가능,2023
GS25 안덕서광점,제주특별자치도 서귀포시 안덕면 중산간서로 1882,,1,동시,사용가능,2023
GS25 안덕서광점,제주특별자치도 서귀포시 안덕면 중산간서로 1882,,2,동시,사용가능,2023
함덕농협 하나로마트,제주특별자치도 제주시 조천읍 함와로 40,주차장 안쪽,1,단독,충전중,2023
제주대학교 학생주차장,제주특별자치도 제주시 제주대학로 102,학생주차장,1,동시,사용가능,2023
제주대학교 학생주차장,제주특별자치도 제주시 제주대학로 102,학생주차장,2,동시,사용가능,2023
노형제3공영주차장,제주특별자치도 제주시 노형동 1043-1,제주특별자치도 제주시 노형동 1043-1,1,단독,충전중,2023
노형제3공영주차장,제주특별자치도 제주시 노형동 1043-1,제주특별자치도 제주시 노형동 1043-1,2,단독,사용가능,2023
서진아파트,제주특별자치도 서귀포시 지세못로 29,,1,단독,충전중,2023
서진아파트,제주특별자치도 서귀포시 지세못로 29,,2,단독,사용가능,2023
탑동공영주차장,제주특별자치도 제주시 삼도이동 1257,공영주차장,1,동시,사용가능,2023
탑동공영주차장,제주특별자치도 제주시 삼도이동 1257,공영주차장,2,동시,사용가능,2023
아모렉스리조트,제주특별자치도 제주시 서해안로 216,,1,단독,사용가능,2024
GS25 중문사거리점,제주특별자치도 서귀포시 중문동 1351-1,,1,동시,사용가능,2024
GS25 중문사거리점,제주특별자치도 서귀포시 중문동 1351-1,,2,동시,사용가능,2024
제주시농협 공판장,제주특별자치도 제주시 남광로 206,,1,단독,충전중,2024
제주시농협 공판장,제주특별자치도 제주시 남광로 206,,2,동시,충전중,2024
제주시농협 공판장,제주특별자치도 제주시 남광로 206,,3,동시,사용가능,2024
제주시농협 공판장,제주특별자치도 제주시 남광로 206,,4,동시,사용가능,2024
제주시농협 공판장,제주특별자치도 제주시 남광로 206,,5,동시,사용가능,2024
스타벅스 한담해변DT점,제주특별자치도 제주시 애월읍 애월리 2431-1,,1,동시,사용가능,2024
스타벅스 한담해변DT점,제주특별자치도 제주시 애월읍 애월리 2431-1,,2,동시,사용가능,2024
기아 제주서비스센터,제주특별자치도 제주시 선반로6길 12,,1,단독,사용가능,2024
스타벅스 제주금악DT,제주특별자치도 제주시 한림읍 평화로 1360-2,,1,동시,사용가능,2024
스타벅스 제주금악DT,제주특별자치도 제주시 한림읍 평화로 1360-2,,2,동시,사용가능,2024
스타벅스 제주금악DT,제주특별자치도 제주시 한림읍 평화로 1360-2,,3,동시,사용가능,2024
스타벅스 제주금악DT,제주특별자치도 제주시 한림읍 평화로 1360-2,,4,동시,사용가능,2024
한국가스공사 제주LNG본부,제주특별자치도 제주시 애월읍 애월해안로 59-38,,1,단독,사용가능,2024
한국가스공사 제주LNG본부,제주특별자치도 제주시 애월읍 애월해안로 59-38,,2,단독,사용가능,2024
기아오토큐 오라대리점,제주특별자치도 제주시 연삼로 116,,1,동시,사용가능,2025
WE호텔,제주특별자치도 서귀포시 1100로 453-95,,1,단독,사용가능,2025
WE호텔,제주특별자치도 서귀포시 1100로 453-95,,2,단독,사용가능,2025
성산일출봉,제주특별자치도 서귀포시 성산읍 일출로 284-12,,1,동시,충전중,2025
성산일출봉,제주특별자치도 서귀포시 성산읍 일출로 284-12,,2,동시,충전중,2025
연동공영주차장,제주특별자치도 제주시 신대로12길 52,,1,단독,사용가능,2025
위미농협 하나로마트,제주특별자치도 서귀포시 남원읍 태위로 126,,1,단독,충전중,2025
난지축산연구소,제주특별자치도 제주시 오등동 산 175-6,,1,단독,사용가능,2025
제주애월해물한상,제주특별자치도 제주시 애월읍 평화로 2369,제주애월해물한상,1,단독,상태미확인,2021
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,1,단독,충전중,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,2,단독,충전중,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,3,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,4,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,5,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,6,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,7,단독,충전중,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,8,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,9,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,10,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,11,단독,충전중,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,12,단독,충전중,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,13,단독,충전중,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,14,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,15,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,16,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,17,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,18,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,19,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,20,단독,사용가능,2022
제주_파르나스호텔,제주특별자치도 서귀포시 중문관광로72번길 100,제주 파르나스 호텔,21,단독,사용가능,2022
정부제주지방합동청사,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,1,단독,충전중,2022
정부제주지방합동청사,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,2,단독,사용가능,2022
정부제주지방합동청사,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,3,단독,사용가능,2022
정부제주지방합동청사,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,4,단독,사용가능,2022
정부제주지방합동청사,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,5,단독,충전중,2022
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,1,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,2,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,3,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,4,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,5,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,6,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,7,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,8,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,9,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,10,동시,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,11,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,12,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,13,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,14,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,15,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,16,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,17,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,18,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,19,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,20,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,21,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,22,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,23,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,24,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,25,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,26,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,27,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,28,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,29,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,30,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,31,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,32,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,33,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,34,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,35,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,36,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,37,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,38,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,39,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,40,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,41,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,42,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,43,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,44,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,45,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,46,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,47,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,48,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,49,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,50,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,51,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,52,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,53,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,54,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,55,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,56,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,57,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,58,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,59,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,60,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,61,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,62,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,63,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,64,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,65,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,66,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,67,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,68,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,69,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,70,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,71,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,72,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,73,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,74,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,75,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,76,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,77,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,78,단독,충전중,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,79,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,80,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,81,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,82,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,83,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,84,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,85,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,86,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,87,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,88,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,89,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,90,단독,사용가능,2023
한국마사회 제주본부,제주특별자치도 제주시 애월읍 평화로 2144,,91,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,1,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,2,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,3,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,4,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,5,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,6,단독,충전중,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,7,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,8,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,9,단독,충전중,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,10,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,11,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,12,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,13,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,14,단독,사용가능,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,15,단독,충전중,2023
중문푸른마을,제주특별자치도 서귀포시 천제연로 239,,16,단독,사용가능,2023
정부제주지방합동청사_옥외주차장,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,1,단독,충전중,2024
정부제주지방합동청사_옥외주차장,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,2,단독,사용가능,2024
정부제주지방합동청사_옥외주차장,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,3,단독,충전중,2024
정부제주지방합동청사_옥외주차장,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,4,단독,충전중,2024
정부제주지방합동청사_옥외주차장,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,5,단독,충전중,2024
정부제주지방합동청사_옥외주차장,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,6,단독,사용가능,2024
정부제주지방합동청사_옥외주차장,제주특별자치도 제주시 청사로 59,정부제주지방합동청사,7,단독,충전중,2024
