충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도,lat,lon
위미의례회관,제주특별자치도 서귀포시 남원읍 중산간동로 6862,,1,단독,사용가능,2017,33.2898013207909,126.657689196253
중문 관광단지,제주특별자치도 서귀포시 색달동 2889-1,중문색달해변 북측 증설주차장,1,단독,사용가능,2017,33.2461251634447,126.414539841872
중문 관광단지,제주특별자치도 서귀포시 색달동 2889-1,중문색달해변 북측 증설주차장,2,단독,사용가능,2017,33.2461251634447,126.414539841872
중문 관광단지,제주특별자치도 서귀포시 색달동 2889-1,중문색달해변 북측 증설주차장,3,단독,사용가능,2017,33.2461251634447,126.414539841872
중문 관광단지,제주특별자치도 서귀포시 색달동 2889-1,중문색달해변 북측 증설주차장,4,단독,사용가능,2017,33.2461251634447,126.414539841872
중문 관광단지,제주특별자치도 서귀포시 색달동 2889-1,중문색달해변 북측 증설주차장,5,단독,사용가능,2017,33.2461251634447,126.414539841872
표선 의례회관 앞 공영주차장,제주특별자치도 서귀포시 표선면 표선리 2103,,1,단독,사용가능,2017,33.3270014989724,126.823482477023
회수사거리 인근 공영주차장,제주특별자치도 서귀포시 회수동 788-2,,1,단독,사용가능,2017,33.2630949689604,126.442481190813
용암해수산업화지원센터,제주특별자치도 제주시 구좌읍 일주동로 2706-40,,1,단독,사용가능,2017,33.5425842349852,126.812173690819
한국폴리텍대학 제주캠퍼스,제주특별자치도 제주시 산천단 동3길 2, 북쪽주차장 입구,1,단독,사용가능,2017,33.4487566359715,126.561310328708
제주시 상하수도본부,제주특별자치도 제주시 조천읍 중산간동로 601,,1,단독,사용가능,2017,33.4995583353018,126.650137157232
호텔시리우스,제주특별자치도 제주시 연동2334-4,,1,단독,사용가능,2018,33.4934418614594,126.491053978301
㈜행운식품,제주특별자치도 제주시 조천읍 함덕리 906번지,,1,단독,사용가능,2018,33.5368456593417,126.669724584679
봄그리고가을리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로2660,,1,단독,사용가능,2018,33.4741447731614,126.911017164766
클럽다인리조트,제주특별자치도 제주시 애월읍 애월해안로400-9,,1,단독,사용가능,2018,33.4714454320809,126.351254456244
제주공항,제주특별자치도 제주시 용담2동 2002,,1,단독,사용가능,2018,33.5077816117418,126.49313255015
성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",,1,단독,사용가능,2018,33.4724860156045,126.932306844873
성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",,2,동시,사용가능,2018,33.4724860156045,126.932306844873
성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",,3,단독,사용가능,2018,33.4724860156045,126.932306844873
성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",,4,동시,사용가능,2018,33.4724860156045,126.932306844873
성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",,52,동시,사용가능,2018,33.4724860156045,126.932306844873
성산항 공영주차장,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",,54,동시,사용가능,2018,33.4724860156045,126.932306844873
대정문화체육센터,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",,1,단독,충전중,2018,33.2621008954087,126.234352120782
대정문화체육센터,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",,2,동시,사용가능,2018,33.2621008954087,126.234352120782
대정문화체육센터,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",,52,동시,사용가능,2018,33.2621008954087,126.234352120782
남원읍동부보건소,제주특별자치도 서귀포시 남원읍 태위로 527,", 본관 주차장",1,단독,사용가능,2018,33.2756284614787,126.703424875743
돈내코야영장,제주특별자치도 서귀포시 돈내코로 114,", 본관주차장",1,단독,사용가능,2018,33.3002409928156,126.584767758792
안덕면사무소,제주특별자치도 서귀포시 안덕면 화순서서로 74,", 본관 주차장",1,단독,사용가능,2018,33.2575815254076,126.330624405277
제주국제컨벤션센터2,제주특별자치도 서귀포시 중문관광로 224,", 본관 주차장 면세점 앞 대형주차장",2,단독,사용가능,2018,33.2412896364104,126.424442899565
구좌체육관,제주특별자치도 제주시 구좌읍 김녕로 209,", 구좌체육관 본관 주차장",1,단독,상태미확인,2018,33.555154006244,126.762752337789
제주해녀박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,", 본관 주차장",1,단독,상태미확인,2018,33.5236098768953,126.863425590364
제주노루생태공원,제주특별자치도 제주시 명림로 520,", 본관 주차장",1,단독,사용가능,2018,33.4443239221222,126.6266892746
별빛누리공원,제주특별자치도 제주시 선돌목동길 60,", 본관 주차장",1,단독,충전중,2018,33.4445760623461,126.549186119712
조천체육관,제주특별자치도 제주시 조천읍 조천18길 11-1,", 본관 주차장",1,단독,사용가능,2018,33.5395361411297,126.643719243436
삼매봉도서관,제주특별자치도 서귀포시 남성중로 153번길 15,,1,단독,사용가능,2018,33.244797232858,126.551193443402
제주영어교육도시사무소,제주특별자치도 서귀포시 대정읍 에듀시티로 86,,1,단독,사용가능,2018,33.2879423581814,126.281829719903
효돈동주민센터,제주특별자치도 서귀포시 남선동산로 26,효돈동주민센터(하효동 152-1),1,단독,사용가능,2018,33.2633020006165,126.615561494225
봉개동공영주차장,제주특별자치도 제주시 봉개동 1854-1,,1,단독,사용가능,2018,33.4905105401437,126.595352720016
북촌 너븐숭이4.3 기념관,제주특별자치도 제주시 조천읍 북촌3길 3,,1,단독,사용가능,2018,33.5460149487699,126.688656387157
제주현대미술관,제주특별자치도 제주시 한경면 저지리 2114-68,,1,단독,사용가능,2018,33.3382252312644,126.265794307319
협재해수욕장,제주특별자치도 제주시 한림읍 금능리 2018,,1,단독,사용가능,2018,33.390881031756,126.237574815693
대륜동주민센터,제주특별자치도 서귀포시 일주동로 9158,,1,단독,사용가능,2018,,
메밀가공시설,제주특별자치도 서귀포시 안덕면 광평리 211,,11,동시,사용가능,2018,33.3280653203741,126.379650541494
메밀가공시설,제주특별자치도 서귀포시 안덕면 광평리 211,,12,동시,사용가능,2018,33.3280653203741,126.379650541494
제스코 서귀포점,제주특별자치도 서귀포시 상효로39 (상효동 754-1),,11,동시,사용가능,2018,33.262919435514,126.59577276063
제스코 서귀포점,제주특별자치도 서귀포시 상효로39 (상효동 754-1),,12,동시,사용가능,2018,33.262919435514,126.59577276063
서귀포농업기술센터,제주특별자치도 서귀포시 남원읍 중산간동로 7413,,11,동시,사용가능,2018,33.2879719156491,126.607796723078
서귀포농업기술센터,제주특별자치도 서귀포시 남원읍 중산간동로 7413,,12,동시,사용가능,2018,33.2879719156491,126.607796723078
서귀포쓰레기위생매립장,제주특별자치도 서귀포시 산록남로 1241번길 145(색달동),,1,단독,사용가능,2018,33.3075381764212,126.419117118961
서귀포쓰레기위생매립장,제주특별자치도 서귀포시 산록남로 1241번길 145(색달동),,2,단독,사용가능,2018,33.3075381764212,126.419117118961
안덕면사무소,제주특별자치도 서귀포시 안덕면 화순서로 74,,11,동시,사용가능,2018,,
안덕면사무소,제주특별자치도 서귀포시 안덕면 화순서로 74,,12,동시,사용가능,2018,,
제주추사관,제주특별자치도 서귀포시 대정읍 추사로 36번길 1,,11,동시,사용가능,2018,33.2499878461406,126.278948209835
제주추사관,제주특별자치도 서귀포시 대정읍 추사로 36번길 1,,12,동시,사용가능,2018,33.2499878461406,126.278948209835
하효마을다목적회관,제주특별자치도 서귀포시 칠십리로 740(하효동),,11,동시,사용가능,2018,33.2579779767152,126.617760791172
하효마을다목적회관,제주특별자치도 서귀포시 칠십리로 740(하효동),,12,동시,사용가능,2018,33.2579779767152,126.617760791172
중앙공영주차장,제주특별자치도 서귀포시 서귀동 291-63(3),,11,동시,사용가능,2018,,
중앙공영주차장,제주특별자치도 서귀포시 서귀동 291-63(3),,12,동시,사용가능,2018,,
선흘리 낙선동4.3 유적지,제주특별자치도 제주시 조천읍 선흘서5길7,,11,동시,사용가능,2018,33.5155190223365,126.694073801891
선흘리 낙선동4.3 유적지,제주특별자치도 제주시 조천읍 선흘서5길7,,12,동시,사용가능,2018,33.5155190223365,126.694073801891
애월읍사무소,제주특별자치도 제주시 애월읍 일주서로 6322,,11,동시,사용가능,2018,33.4621497342952,126.329184503909
애월읍사무소,제주특별자치도 제주시 애월읍 일주서로 6322,,12,동시,사용가능,2018,33.4621497342952,126.329184503909
한국교통안전공단제주자동차검사소,제주특별자치도 제주시 삼봉로 79(도련2동),,1,단독,사용가능,2018,33.5143670384723,126.58949418865
한국교통안전공단제주자동차검사소,제주특별자치도 제주시 삼봉로 79(도련2동),,2,단독,사용가능,2018,33.5143670384723,126.58949418865
제주도립미술관,제주특별자치도 제주시 1100로 2894-78(연동),,11,동시,사용가능,2018,33.4525500193362,126.489686090961
제주도립미술관,제주특별자치도 제주시 1100로 2894-78(연동),,12,동시,사용가능,2018,33.4525500193362,126.489686090961
조천읍사무소,제주특별자치도 제주시 조천읍 신북로 194,,11,동시,사용가능,2018,33.5348243365723,126.634257277525
조천읍사무소,제주특별자치도 제주시 조천읍 신북로 194,,12,동시,사용가능,2018,33.5348243365723,126.634257277525
일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,11,동시,사용가능,2018,33.3849993747039,126.839859897606
일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,,12,동시,사용가능,2018,33.3849993747039,126.839859897606
제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,,11,동시,사용가능,2018,33.5410272892201,126.640725487452
제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303,,12,동시,사용가능,2018,33.5410272892201,126.640725487452
양지(추모)공원,제주특별자치도 제주시 516로 2810-31(영평동),,11,동시,사용가능,2018,33.44049962005,126.578902710556
양지(추모)공원,제주특별자치도 제주시 516로 2810-31(영평동),,12,동시,사용가능,2018,33.44049962005,126.578902710556
홍로공영주차장,제주특별자치도 서귀포시 동홍동 1480-6,,1,단독,사용가능,2018,33.2559277766319,126.561330397528
홍로공영주차장,제주특별자치도 서귀포시 동홍동 1480-6,,11,동시,사용가능,2018,33.2559277766319,126.561330397528
홍로공영주차장,제주특별자치도 서귀포시 동홍동 1480-6,,12,동시,사용가능,2018,33.2559277766319,126.561330397528
돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,,1,단독,사용가능,2018,33.4513306225484,126.656661764088
돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,,11,동시,사용가능,2018,33.4513306225484,126.656661764088
돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,,12,동시,사용가능,2018,33.4513306225484,126.656661764088
사려니숲길 주차장,제주특별자치도 제주시 봉개동 2750-2,,1,단독,사용가능,2018,33.4341068530876,126.637484729602
사려니숲길 주차장,제주특별자치도 제주시 봉개동 2750-2,,11,동시,사용가능,2018,33.4341068530876,126.637484729602
사려니숲길 주차장,제주특별자치도 제주시 봉개동 2750-2,,12,동시,사용가능,2018,33.4341068530876,126.637484729602
제스코마트,제주특별자치도 제주시 연북로 444,,1,단독,충전중,2018,33.4802172374332,126.529080428764
제스코마트,제주특별자치도 제주시 연북로 444,,11,동시,사용가능,2018,33.4802172374332,126.529080428764
제스코마트,제주특별자치도 제주시 연북로 444,,12,동시,사용가능,2018,33.4802172374332,126.529080428764
신화역사공원 조성사업,제주특별자치도 서귀포시 안덕면 서광리 1279,,1,단독,사용가능,2018,33.2973744712003,126.30528045543
신화역사공원 조성사업,제주특별자치도 서귀포시 안덕면 서광리 1279,,2,단독,사용가능,2018,33.2973744712003,126.30528045543
신화역사공원 조성사업,제주특별자치도 서귀포시 안덕면 서광리 1279,,3,단독,사용가능,2018,33.2973744712003,126.30528045543
신화역사공원 조성사업,제주특별자치도 서귀포시 안덕면 서광리 1279,,4,단독,사용가능,2018,33.2973744712003,126.30528045543
서귀포보건소,제주특별자치도 서귀포시 중앙로 101번길 52,,1,단독,사용가능,2019,33.2534812704393,126.555357293521
남원119센터,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,,1,단독,사용가능,2019,33.2814930700222,126.708432427227
홍로공영주차장,제주특별자치도 서귀포시 동홍동 1480-6,,1,단독,사용가능,2019,33.2559277766319,126.561330397528
서귀포시 교통행정과(공영버스 차고지),제주특별자치도 서귀포시 토평공단로 20,,1,단독,사용가능,2020,33.2846606365095,126.588671708095
국민건강보험공단 서귀포지사,제주특별자치도 서귀포시 신서귀로 51번길 38,,1,단독,사용가능,2019,33.2549506479132,126.507452107896
용담1동주민센터,제주특별자치도 제주시 용남3길 7,,11,동시,사용가능,2019,33.5092476986914,126.513533190249
용담1동주민센터,제주특별자치도 제주시 용남3길 7,,12,동시,사용가능,2019,33.5092476986914,126.513533190249
라마다프라자제주호텔,제주특별자치도 제주시 탑동로 66,,1,단독,상태미확인,2019,33.5188061398631,126.518138492511
서귀포항 해운항만과 사무실,제주특별자치도 서귀포시 칠십리로 72번길 1,,21,동시,사용가능,2019,33.2395534247513,126.564403149086
서귀포항 해운항만과 사무실,제주특별자치도 서귀포시 칠십리로 72번길 1,,22,동시,사용가능,2019,33.2395534247513,126.564403149086
강정크루즈터미널,제주특별자치도 서귀포시 말질로 261,,21,동시,사용가능,2019,33.2283528721129,126.47743985711
강정크루즈터미널,제주특별자치도 서귀포시 말질로 261,,22,동시,사용가능,2019,33.2283528721129,126.47743985711
아시아CGI애니메이션센터,제주특별자치도 서귀포시 동홍로 41,,21,동시,사용가능,2020,33.2525987200994,126.56736170675
아시아CGI애니메이션센터,제주특별자치도 서귀포시 동홍로 41,,22,동시,사용가능,2020,33.2525987200994,126.56736170675
한국중부발전㈜ 상명풍력발전소,제주특별자치도 제주시 한림읍 금악서길133,,21,동시,사용가능,2019,33.3399517213268,126.291961897947
한국중부발전㈜ 상명풍력발전소,제주특별자치도 제주시 한림읍 금악서길133,,22,동시,사용가능,2019,33.3399517213268,126.291961897947
한국중부발전㈜ 제주화력본부 사택,제주특별자치도 제주시 삼양1동 1637-1,,21,동시,사용가능,2019,33.5272917092141,126.592218875951
한국중부발전㈜ 제주화력본부 사택,제주특별자치도 제주시 삼양1동 1637-1,,22,동시,사용가능,2019,33.5272917092141,126.592218875951
문화예술진흥원,제주특별자치도 제주시 동광로 69,,21,동시,사용가능,2019,33.5044439719241,126.535172425694
문화예술진흥원,제주특별자치도 제주시 동광로 69,,22,동시,사용가능,2019,33.5044439719241,126.535172425694
제주특별자치도의회,제주특별자치도 제주시 문연로 13,,21,동시,사용가능,2019,33.4903640924795,126.499530974211
제주특별자치도의회,제주특별자치도 제주시 문연로 13,,22,동시,사용가능,2019,33.4903640924795,126.499530974211
제주농업기술센터,제주특별자치도 제주시 애월읍 상귀길 173,,21,동시,사용가능,2020,33.4592162980895,126.403680618394
제주농업기술센터,제주특별자치도 제주시 애월읍 상귀길 173,,22,동시,사용가능,2020,33.4592162980895,126.403680618394
김녕119지역센터,제주특별자치도 제주시 구좌읍 김녕로 242,,21,동시,사용가능,2019,33.5541767183076,126.762678769538
김녕119지역센터,제주특별자치도 제주시 구좌읍 김녕로 242,,22,동시,사용가능,2019,33.5541767183076,126.762678769538
용암해수산업화지원센터 2호관,제주특별자치도 제주시 구좌읍 일주동로 2708-19,,21,동시,사용가능,2019,33.5413561609085,126.815950093685
용암해수산업화지원센터 2호관,제주특별자치도 제주시 구좌읍 일주동로 2708-19,,22,동시,사용가능,2019,33.5413561609085,126.815950093685
제주특별자치도교육청,제주특별자치도 제주시 문연로 5,,21,동시,사용가능,2019,33.4901159086412,126.498355228768
제주특별자치도교육청,제주특별자치도 제주시 문연로 5,,22,동시,충전중,2019,33.4901159086412,126.498355228768
동녘도서관,제주특별자치도 제주시 구좌읍 일주동로 3132,,21,동시,사용가능,2019,33.52155716141,126.853067740454
동녘도서관,제주특별자치도 제주시 구좌읍 일주동로 3132,,22,동시,사용가능,2019,33.52155716141,126.853067740454
비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,,21,동시,사용가능,2020,33.4910972819998,126.811461205688
비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,,22,동시,상태미확인,2020,33.4910972819998,126.811461205688
월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,,21,동시,사용가능,2019,33.247067456689,126.507362630603
월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,,22,동시,사용가능,2019,33.247067456689,126.507362630603
월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,,23,동시,사용가능,2019,33.247067456689,126.507362630603
월드컵경기장,제주특별자치도 서귀포시 월드컵로 31,,24,동시,사용가능,2019,33.247067456689,126.507362630603
제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,,41,단독,사용가능,2019,33.4498255893617,126.617747685632
제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,,42,단독,사용가능,2019,33.4498255893617,126.617747685632
제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,,43,단독,사용가능,2019,33.4498255893617,126.617747685632
제주4.3평화재단 공원,제주특별자치도 제주시 명림로 430,,44,단독,사용가능,2019,33.4498255893617,126.617747685632
제주국제대학교,제주특별자치도 제주시 516로 2870,,21,동시,사용가능,2020,33.4427732522923,126.569831091366
제주국제대학교,제주특별자치도 제주시 516로 2870,,22,동시,사용가능,2020,33.4427732522923,126.569831091366
제주국제대학교,제주특별자치도 제주시 516로 2870,,23,동시,사용가능,2020,33.4427732522923,126.569831091366
제주국제대학교,제주특별자치도 제주시 516로 2870,,24,동시,충전중,2020,33.4427732522923,126.569831091366
웅전공영주차장,제주특별자치도 제주시 노형동 2517-1,,1,단독,사용가능,2019,33.4825141279364,126.471878627108
수덕공영주차장,제주특별자치도 제주시 노형동 2534-3,,1,단독,사용가능,2019,33.4836143693153,126.474302939011
용두암 공영주차장,제주특별자치도 제주시 용두암길15,,1,단독,충전중,2019,33.5148035919525,126.511798046978
제주시 민속오일시장 주차타워,제주특별자치도 제주시 오일장서길 26,,21,단독,사용가능,2019,33.4972470120444,126.474888392629
제주시 민속오일시장 주차타워,제주특별자치도 제주시 오일장서길 26,,22,단독,사용가능,2019,33.4972470120444,126.474888392629
외도119센터,제주특별자치도 제주시 통물길 75,,1,단독,사용가능,2019,33.4866347253285,126.437508964448
외도119센터,제주특별자치도 제주시 통물길 75,,2,단독,사용가능,2019,33.4866347253285,126.437508964448
조천도서관,제주특별자치도 제주시 조천읍 일주동로 1189,,1,단독,사용가능,2019,33.5377042045143,126.667619639892
조천도서관,제주특별자치도 제주시 조천읍 일주동로 1189,,2,단독,사용가능,2019,33.5377042045143,126.667619639892
한경면(청수리)청수마을회관,제주특별자치도 제주시 한경면 대한로 1036,,1,단독,사용가능,2019,33.3175650318651,126.247673674219
한경면(청수리)청수마을회관,제주특별자치도 제주시 한경면 대한로 1036,,2,단독,사용가능,2019,33.3175650318651,126.247673674219
성읍119지역센터,제주특별자치도 서귀포시 성산읍 성읍서문로 75,,1,단독,사용가능,2020,,
신흥2리 리사무소,제주특별자치도 서귀포시 남원읍 중산간동로 5807,,1,단독,사용가능,2020,33.3211369517121,126.745604702361
영락리사무소,제주특별자치도 서귀포시 대정읍 영락중동로 11,,1,단독,사용가능,2020,33.2585652984586,126.210982053158
산양리 다목적회관,제주특별자치도 제주시 한경면 연명로 8-1,,1,단독,사용가능,2020,33.2926741872395,126.233704057882
도로 주차장,제주특별자치도 제주시 한림읍 금악리 1242-8,,1,단독,사용가능,2020,33.3499211533076,126.30442012545
경제통상진흥원,제주특별자치도 제주시 연삼로 473,,91,단독,충전중,2020,33.4993875682724,126.540659590485
한림항 주차장,제주특별자치도 제주시 한림읍 한림리 1377-48,,1,단독,사용가능,2020,33.4105415830185,126.2583833546
도순마을회관,제주특별자치도 서귀포시 도순남로 29번길 13,,21,동시,사용가능,2020,33.2508542283406,126.475466385199
도순마을회관,제주특별자치도 서귀포시 도순남로 29번길 13,,22,동시,사용가능,2020,33.2508542283406,126.475466385199
성산국민체육센터,제주특별자치도 서귀포시 성산읍 일주동로 4024,,91,단독,사용가능,2021,33.4667461512221,126.904560308325
성산국민체육센터,제주특별자치도 서귀포시 성산읍 일주동로 4024,,92,단독,사용가능,2020,33.4667461512221,126.904560308325
제주감귤농협유통사업단(2유통센터),제주특별자치도 서귀포시 남원읍 태신로 130번길 170,,21,동시,사용가능,2020,33.3127431612474,126.743937225662
제주감귤농협유통사업단(2유통센터),제주특별자치도 서귀포시 남원읍 태신로 130번길 170,,22,동시,사용가능,2020,33.3127431612474,126.743937225662
하례2리 마을회,제주특별자치도 서귀포시 남원읍 하례돈야로 83,,21,동시,사용가능,2021,33.2972042212153,126.608859885804
하례2리 마을회,제주특별자치도 서귀포시 남원읍 하례돈야로 83,,22,동시,사용가능,2021,33.2972042212153,126.608859885804
제주동부하수처리장,제주특별자치도 제주시 월정서로 162,,21,동시,점검중,2020,,
제주동부하수처리장,제주특별자치도 제주시 월정서로 162,,22,동시,점검중,2020,,
항일기념관,제주특별자치도 제주시 조천읍 신북로 303,,21,동시,사용가능,2020,33.5410272892201,126.640725487452
항일기념관,제주특별자치도 제주시 조천읍 신북로 303,,22,동시,사용가능,2020,33.5410272892201,126.640725487452
한국산업인력공단 제주지사,제주특별자치도 제주시 복지로 19,,21,동시,사용가능,2021,33.4876865059831,126.519708735383
한국산업인력공단 제주지사,제주특별자치도 제주시 복지로 19,,22,동시,사용가능,2021,33.4876865059831,126.519708735383
서부하수처리장,제주특별자치도 제주시 한경면 판포리 1459-1,,21,동시,사용가능,2021,33.3722834958643,126.20785773265
서부하수처리장,제주특별자치도 제주시 한경면 판포리 1459-1,,22,동시,사용가능,2021,33.3722834958643,126.20785773265
애월국민체육센터,제주특별자치도 제주시 하귀동남1길 22,,21,동시,사용가능,2021,33.4847847648637,126.413777595968
애월국민체육센터,제주특별자치도 제주시 하귀동남1길 22,,22,동시,충전중,2021,33.4847847648637,126.413777595968
건강쉼터,제주특별자치도 제주시 한경면 두모리 2962-1,,21,동시,사용가능,2020,33.3528683845864,126.185669532311
건강쉼터,제주특별자치도 제주시 한경면 두모리 2962-1,,22,동시,사용가능,2020,33.3528683845864,126.185669532311
금능해수욕장 주차장,제주특별자치도 제주시 한림읍 금능리 2018,,21,동시,사용가능,2020,33.390881031756,126.237574815693
금능해수욕장 주차장,제주특별자치도 제주시 한림읍 금능리 2018,,22,동시,사용가능,2020,33.390881031756,126.237574815693
소공원 주차장,제주특별자치도 제주시 한림읍 귀덕리 3025-2,,21,동시,상태미확인,2020,33.4425433746067,126.289523779765
소공원 주차장,제주특별자치도 제주시 한림읍 귀덕리 3025-2,,22,동시,상태미확인,2020,33.4425433746067,126.289523779765
유수암리사무소,제주특별자치도 제주시 애월읍 유수암평화길 14,,21,동시,사용가능,2020,33.4413631103178,126.402755011903
유수암리사무소,제주특별자치도 제주시 애월읍 유수암평화길 14,,22,동시,사용가능,2020,33.4413631103178,126.402755011903
저지 다온빌라 공용주차장,제주특별자치도 제주시 한경면 저지12길 72-12,,21,동시,상태미확인,2020,33.3371768593663,126.263587295005
저지 다온빌라 공용주차장,제주특별자치도 제주시 한경면 저지12길 72-12,,22,동시,상태미확인,2020,33.3371768593663,126.263587295005
제주 청소년수련원 도로변 주차장,제주특별자치도 제주시 한림읍 금능리 2243-2,,21,동시,사용가능,2021,33.3769188112283,126.236075196301
제주 청소년수련원 도로변 주차장,제주특별자치도 제주시 한림읍 금능리 2243-2,,22,동시,사용가능,2021,33.3769188112283,126.236075196301
환경시설관리사무소,제주특별자치도 제주시 송이길 226,,1,단독,사용가능,2020,33.4613671567022,126.629920080343
환경시설관리사무소,제주특별자치도 제주시 송이길 226,,2,단독,사용가능,2021,33.4613671567022,126.629920080343
제주특별자치도 농업기술원,제주특별자치도 서귀포시 중산간서로 212,,21,동시,사용가능,2020,33.2614572927722,126.488638315695
제주특별자치도 농업기술원,제주특별자치도 서귀포시 중산간서로 212,,22,동시,사용가능,2020,33.2614572927722,126.488638315695
제주특별자치도 농업기술원,제주특별자치도 서귀포시 중산간서로 212,,23,동시,점검중,2020,33.2614572927722,126.488638315695
제주특별자치도 농업기술원,제주특별자치도 서귀포시 중산간서로 212,,24,동시,사용가능,2020,33.2614572927722,126.488638315695
돈내코유원지 주차장,제주특별자치도 서귀포시 돈내코로 120,,41,동시,사용가능,2020,33.3001329579601,126.584438002767
돈내코유원지 주차장,제주특별자치도 서귀포시 돈내코로 120,,42,동시,사용가능,2021,33.3001329579601,126.584438002767
돈내코유원지 주차장,제주특별자치도 서귀포시 돈내코로 120,,43,동시,사용가능,2021,33.3001329579601,126.584438002767
돈내코유원지 주차장,제주특별자치도 서귀포시 돈내코로 120,,44,동시,점검중,2020,33.3001329579601,126.584438002767
한림종합운동장 주차장,제주특별자치도 제주시 한림읍 한림리 887-2,,41,동시,점검중,2020,33.4095484456147,126.268139261129
한림종합운동장 주차장,제주특별자치도 제주시 한림읍 한림리 887-2,,42,동시,사용가능,2020,33.4095484456147,126.268139261129
한림종합운동장 주차장,제주특별자치도 제주시 한림읍 한림리 887-2,,43,동시,사용가능,2020,33.4095484456147,126.268139261129
한림종합운동장 주차장,제주특별자치도 제주시 한림읍 한림리 887-2,,44,동시,충전중,2020,33.4095484456147,126.268139261129
대륜 공영노외2주차장,제주특별자치도 서귀포시 이어도로 901,,1,단독,사용가능,2021,33.2369691422148,126.51113735248
남원 공영노외1주차장,제주특별자치도 서귀포시 남원읍 남원리 180,,1,단독,충전중,2021,33.2800574377934,126.718341843102
중문119센터,제주특별자치도 서귀포시 일주서로 669,,1,단독,사용가능,2021,33.2541414874689,126.438011958918
대정읍 노외4주차장,제주특별자치도 서귀포시 대정읍 하모리 860-7,,1,단독,상태미확인,2021,,
대정읍 노외4주차장,제주특별자치도 서귀포시 대정읍 하모리 860-7,,2,단독,사용가능,2021,,
대정청소년수련관,제주특별자치도 서귀포시 대정읍 동일하모로149번길 21-8,,1,단독,사용가능,2021,33.2278859250662,126.247729104957
대정청소년수련관,제주특별자치도 서귀포시 대정읍 동일하모로149번길 21-8,,2,단독,사용가능,2021,33.2278859250662,126.247729104957
효돈동주민센터 앞 주차장,제주특별자치도 서귀포시 신효동 881-8,,1,단독,사용가능,2021,33.2628811193553,126.615240829815
효돈동주민센터 앞 주차장,제주특별자치도 서귀포시 신효동 881-8,,2,단독,사용가능,2021,33.2628811193553,126.615240829815
교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 산98-2,,1,단독,충전중,2021,33.4402302641812,126.667292135005
교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 산98-2,,2,단독,사용가능,2021,33.4402302641812,126.667292135005
제주동부경찰서,제주특별자치도 제주시 동광로 66,,1,단독,사용가능,2021,33.5035351846963,126.535826444474
제주동부경찰서,제주특별자치도 제주시 동광로 66,,2,단독,사용가능,2021,33.5035351846963,126.535826444474
제주동부경찰서,제주특별자치도 제주시 동광로 66,,3,단독,사용가능,2021,33.5035351846963,126.535826444474
서귀포경찰서,제주특별자치도 서귀포시 신중로 27,,1,단독,사용가능,2021,33.2561527307649,126.50923956244
서귀포경찰서,제주특별자치도 서귀포시 신중로 27,,2,단독,사용가능,2021,33.2561527307649,126.50923956244
서귀포경찰서,제주특별자치도 서귀포시 신중로 27,,3,단독,사용가능,2021,33.2561527307649,126.50923956244
돌문화공원관리소,제주특별자치도 제주시 조천읍 교래리 남조로 2023,,1,단독,사용가능,2021,33.4513306225484,126.656661764088
돌문화공원관리소,제주특별자치도 제주시 조천읍 교래리 남조로 2023,,2,단독,사용가능,2021,33.4513306225484,126.656661764088
돌문화공원관리소,제주특별자치도 제주시 조천읍 교래리 남조로 2023,,3,단독,사용가능,2021,33.4513306225484,126.656661764088
